id;school_id;photo_url1;photo_url2;photo_url3
401;401;/images/jakarta/jakarta_selatan/SDS_Azri_Isic_Scol_Ciak_91UGb.jpg;/images/jakarta/jakarta_selatan/SDS_Azri_Isic_Scol_Ciak_tk4KP.jpg;/images/jakarta/jakarta_selatan/SDS_Azri_Isic_Scol_Ciak_ZVx3E.jpg
402;402;/images/jakarta/jakarta_selatan/SDS_KWNG_6_PSKD_Ag41E.jpg;/images/jakarta/jakarta_selatan/SDS_KWNG_6_PSKD_dKJ3V.jpg;/images/jakarta/jakarta_selatan/SDS_KWNG_6_PSKD_eCWXR.jpg
403;403;/images/jakarta/jakarta_selatan/SDS_Kaka_X-4_ALmEZ.jpg;/images/jakarta/jakarta_selatan/SDS_Kaka_X-4_qjzKO.jpg;/images/jakarta/jakarta_selatan/SDS_Kaka_X-4_tgDOp.jpg
404;404;/images/jakarta/jakarta_selatan/SDS_Hang_Tuah_III_05NkK.jpg;/images/jakarta/jakarta_selatan/SDS_Hang_Tuah_III_H4MHz.jpg;/images/jakarta/jakarta_selatan/SDS_Hang_Tuah_III_R4H2z.jpg
405;405;/images/jakarta/jakarta_selatan/SD_ISAM_AN_NUAH_ApEoN.jpg;/images/jakarta/jakarta_selatan/SD_ISAM_AN_NUAH_Mzbik.jpg;/images/jakarta/jakarta_selatan/SD_ISAM_AN_NUAH_WRgEi.jpg
406;406;/images/jakarta/jakarta_selatan/SDS_Pean_Raat_2_AYcNd.jpg;/images/jakarta/jakarta_selatan/SDS_Pean_Raat_2_Rh9tj.jpg;/images/jakarta/jakarta_selatan/SDS_Pean_Raat_2_t1IlQ.jpg
407;407;/images/jakarta/jakarta_selatan/SD_AVNA_eN0bL.jpg;/images/jakarta/jakarta_selatan/SD_AVNA_mxKIJ.jpg;/images/jakarta/jakarta_selatan/SD_AVNA_SLouz.jpg
408;408;/images/jakarta/jakarta_selatan/SD_Cira_Kaih_Don_Boco_Pook_Inah_AGDaN.jpg;/images/jakarta/jakarta_selatan/SD_Cira_Kaih_Don_Boco_Pook_Inah_xySnh.jpg;/images/jakarta/jakarta_selatan/SD_Cira_Kaih_Don_Boco_Pook_Inah_ZTcq1.jpg
409;409;/images/jakarta/jakarta_selatan/SDS_ISAM_AL_HIAH_A8IfB.jpg;/images/jakarta/jakarta_selatan/SDS_ISAM_AL_HIAH_jPrlJ.jpg;/images/jakarta/jakarta_selatan/SDS_ISAM_AL_HIAH_Y1nax.jpg
410;410;/images/jakarta/jakarta_selatan/SD_BUDI_WATA_Ab8f1.jpg;/images/jakarta/jakarta_selatan/SD_BUDI_WATA_Af1yH.jpg;/images/jakarta/jakarta_selatan/SD_BUDI_WATA_qFTTe.jpg
411;411;/images/jakarta/jakarta_selatan/SDI_YPI_Biro_AxtHy.jpg;/images/jakarta/jakarta_selatan/SDI_YPI_Biro_om1DR.jpg;/images/jakarta/jakarta_selatan/SDI_YPI_Biro_uYZEM.jpg
412;412;/images/jakarta/jakarta_selatan/SD_TEUM_BUYA_ACS72.jpg;/images/jakarta/jakarta_selatan/SD_TEUM_BUYA_FaQur.jpg;/images/jakarta/jakarta_selatan/SD_TEUM_BUYA_NPULl.jpg
413;413;/images/jakarta/jakarta_selatan/SD_YABI_III_AXxwH.jpg;/images/jakarta/jakarta_selatan/SD_YABI_III_Oa3n5.jpg;/images/jakarta/jakarta_selatan/SD_YABI_III_sctN3.jpg
414;414;/images/jakarta/jakarta_selatan/SDS_IT_ASAH_As2jx.jpg;/images/jakarta/jakarta_selatan/SDS_IT_ASAH_kMVqI.jpg;/images/jakarta/jakarta_selatan/SDS_IT_ASAH_zzYor.jpg
415;415;/images/jakarta/jakarta_selatan/SD_SEAH_ALAM_B6L9T.jpg;/images/jakarta/jakarta_selatan/SD_SEAH_ALAM_d9eKf.jpg;/images/jakarta/jakarta_selatan/SD_SEAH_ALAM_NTUrv.jpg
416;416;/images/jakarta/jakarta_selatan/SDI_Maul_Isam_LGGQ4.jpg;/images/jakarta/jakarta_selatan/SDI_Maul_Isam_n5jgG.jpg;/images/jakarta/jakarta_selatan/SDI_Maul_Isam_qROxP.jpg
417;417;/images/jakarta/jakarta_selatan/SD_ALAR_SYFA_BUDI_JATA_AJFi4.jpg;/images/jakarta/jakarta_selatan/SD_ALAR_SYFA_BUDI_JATA_sdd2J.jpg;/images/jakarta/jakarta_selatan/SD_ALAR_SYFA_BUDI_JATA_tHuIQ.jpg
418;418;/images/jakarta/jakarta_selatan/SDI_DAUL_MUEN_3jY5w.jpg;/images/jakarta/jakarta_selatan/SDI_DAUL_MUEN_iBJPX.jpg;/images/jakarta/jakarta_selatan/SDI_DAUL_MUEN_QK1tU.jpg
419;419;/images/jakarta/jakarta_selatan/SD_ISAM_AL_HAAH_OlNiC.jpg;/images/jakarta/jakarta_selatan/SD_ISAM_AL_HAAH_sa8x7.jpg;/images/jakarta/jakarta_selatan/SD_ISAM_AL_HAAH_THZLm.jpg
