id;school_id;photo_url1;photo_url2;photo_url3
801;801;/images/jakarta/jakarta_pusat/SD_STDA_VAN_LITH_I_AQr5f.jpg;/images/jakarta/jakarta_pusat/SD_STDA_VAN_LITH_I_tAYZw.jpg;/images/jakarta/jakarta_pusat/SD_STDA_VAN_LITH_I_ZGisR.jpg
802;802;/images/jakarta/jakarta_pusat/SDS_Kren_II_BPK_Peur_ACvti.jpg;/images/jakarta/jakarta_pusat/SDS_Kren_II_BPK_Peur_Fj9pZ.jpg;/images/jakarta/jakarta_pusat/SDS_Kren_II_BPK_Peur_JoNGu.jpg
803;803;/images/jakarta/jakarta_pusat/SDS_Ceka_Ria_AKGax.jpg;/images/jakarta/jakarta_pusat/SDS_Ceka_Ria_gwAC9.jpg;/images/jakarta/jakarta_pusat/SDS_Ceka_Ria_n5lcx.jpg
804;804;/images/jakarta/jakarta_pusat/SDS_AL_MUAH_AsCQb.jpg;/images/jakarta/jakarta_pusat/SDS_AL_MUAH_UuIYA.jpg;/images/jakarta/jakarta_pusat/SDS_AL_MUAH_wh4dG.jpg
805;805;/images/jakarta/jakarta_pusat/SDS_Kren_Kaia_AeDdt.jpg;/images/jakarta/jakarta_pusat/SDS_Kren_Kaia_Nv8pt.jpg;/images/jakarta/jakarta_pusat/SDS_Kren_Kaia_ylPyn.jpg
806;806;/images/jakarta/jakarta_pusat/SDS_Khul_Usah_APH8N.jpg;/images/jakarta/jakarta_pusat/SDS_Khul_Usah_PioAw.jpg;/images/jakarta/jakarta_pusat/SDS_Khul_Usah_QI9Mp.jpg
807;807;/images/jakarta/jakarta_pusat/SDS_Kild_AJiMT.jpg;/images/jakarta/jakarta_pusat/SDS_Kild_DaCXF.jpg;/images/jakarta/jakarta_pusat/SDS_Kild_ugvvu.jpg
808;808;/images/jakarta/jakarta_pusat/SDS_Muah_56_Aulic.jpg;/images/jakarta/jakarta_pusat/SDS_Muah_56_CHWOa.jpg;/images/jakarta/jakarta_pusat/SDS_Muah_56_urrbU.jpg
809;809;/images/jakarta/jakarta_pusat/SDS_Muah_21_AJ9UK.jpg;/images/jakarta/jakarta_pusat/SDS_Muah_21_C3juS.jpg;/images/jakarta/jakarta_pusat/SDS_Muah_21_Mrh0l.jpg
810;810;/images/jakarta/jakarta_pusat/SD_BUDI_MUIA_AfE4v.jpg;/images/jakarta/jakarta_pusat/SD_BUDI_MUIA_n9l5L.jpg;/images/jakarta/jakarta_pusat/SD_BUDI_MUIA_xnBpo.jpg
811;811;/images/jakarta/jakarta_pusat/SD_ISAM_RARI_AWR8b.jpg;/images/jakarta/jakarta_pusat/SD_ISAM_RARI_iCtmR.jpg;/images/jakarta/jakarta_pusat/SD_ISAM_RARI_M8ubm.jpg
812;812;/images/jakarta/jakarta_pusat/SDS_Sata_Maia_A0BHy.jpg;/images/jakarta/jakarta_pusat/SDS_Sata_Maia_KHCFw.jpg;/images/jakarta/jakarta_pusat/SDS_Sata_Maia_U7NPh.jpg
813;813;/images/jakarta/jakarta_pusat/SD_MUAH_49_JATA_ef6XM.jpg;/images/jakarta/jakarta_pusat/SD_MUAH_49_JATA_g59tt.jpg;/images/jakarta/jakarta_pusat/SD_MUAH_49_JATA_kITQ9.jpg
814;814;/images/jakarta/jakarta_pusat/SD_SATO_IGUS_A11gV.jpg;/images/jakarta/jakarta_pusat/SD_SATO_IGUS_dP449.jpg;/images/jakarta/jakarta_pusat/SD_SATO_IGUS_Ttr30.jpg
815;815;/images/jakarta/jakarta_pusat/SDS_Muah_I_AQjOP.jpg;/images/jakarta/jakarta_pusat/SDS_Muah_I_fQhoY.jpg;/images/jakarta/jakarta_pusat/SDS_Muah_I_yKjfn.jpg
816;816;/images/jakarta/jakarta_pusat/SDS_Kren_Haah_AGKOO.jpg;/images/jakarta/jakarta_pusat/SDS_Kren_Haah_DUMC5.jpg;/images/jakarta/jakarta_pusat/SDS_Kren_Haah_ifS04.jpg
817;817;/images/jakarta/jakarta_pusat/SD_ADNT_MENG_AXMXe.jpg;/images/jakarta/jakarta_pusat/SD_ADNT_MENG_S1D6M.jpg;/images/jakarta/jakarta_pusat/SD_ADNT_MENG_W5dB2.jpg
818;818;/images/jakarta/jakarta_pusat/SD_KREN_PEUR_3_AmrhD.jpg;/images/jakarta/jakarta_pusat/SD_KREN_PEUR_3_GRIww.jpg;/images/jakarta/jakarta_pusat/SD_KREN_PEUR_3_sJBuy.jpg
819;819;/images/jakarta/jakarta_pusat/SD_SAKA_A1HFQ.jpg;/images/jakarta/jakarta_pusat/SD_SAKA_A2SWY.jpg;/images/jakarta/jakarta_pusat/SD_SAKA_SLdQJ.jpg
820;820;/images/jakarta/jakarta_pusat/SDS_PEAN_CINI_Ab5lu.jpg;/images/jakarta/jakarta_pusat/SDS_PEAN_CINI_hnAiW.jpg;/images/jakarta/jakarta_pusat/SDS_PEAN_CINI_WjUXi.jpg
821;821;/images/jakarta/jakarta_pusat/SDIT_INAN_MUIA_JATA_Aw5Lj.jpg;/images/jakarta/jakarta_pusat/SDIT_INAN_MUIA_JATA_BzveI.jpg;/images/jakarta/jakarta_pusat/SDIT_INAN_MUIA_JATA_WO6yL.jpg
822;822;/images/jakarta/jakarta_pusat/SDIT_KAAH_ISIC_SCOL_ACFBN.jpg;/images/jakarta/jakarta_pusat/SDIT_KAAH_ISIC_SCOL_dLVpu.jpg;/images/jakarta/jakarta_pusat/SDIT_KAAH_ISIC_SCOL_VzmpG.jpg
823;823;/images/jakarta/jakarta_pusat/SDS_Taus_I_A1PVn.jpg;/images/jakarta/jakarta_pusat/SDS_Taus_I_pAUSi.jpg;/images/jakarta/jakarta_pusat/SDS_Taus_I_wk7w0.jpg
824;824;/images/jakarta/jakarta_pusat/SDS_Tri_Wiwa_AT0JK.jpg;/images/jakarta/jakarta_pusat/SDS_Tri_Wiwa_LqUeu.jpg;/images/jakarta/jakarta_pusat/SDS_Tri_Wiwa_mecU2.jpg
825;825;/images/jakarta/jakarta_pusat/SDS_Meti_A9Ivo.jpg;/images/jakarta/jakarta_pusat/SDS_Meti_p052Q.jpg;/images/jakarta/jakarta_pusat/SDS_Meti_Z1ek7.jpg
826;826;/images/jakarta/jakarta_pusat/SDS_ISAM_AL_BAAR_AhZ4I.jpg;/images/jakarta/jakarta_pusat/SDS_ISAM_AL_BAAR_INZ79.jpg;/images/jakarta/jakarta_pusat/SDS_ISAM_AL_BAAR_SrYvG.jpg
827;827;/images/jakarta/jakarta_pusat/SD_KREN_NAAL_ANLO_ArIU8.jpg;/images/jakarta/jakarta_pusat/SD_KREN_NAAL_ANLO_eYWnI.jpg;/images/jakarta/jakarta_pusat/SD_KREN_NAAL_ANLO_QmP1n.jpg
828;828;/images/jakarta/jakarta_pusat/SDIT_Al_Muak_AHmav.jpg;/images/jakarta/jakarta_pusat/SDIT_Al_Muak_DENcV.jpg;/images/jakarta/jakarta_pusat/SDIT_Al_Muak_hbUdR.jpg
829;829;/images/jakarta/jakarta_pusat/SD_PEAN_MARI_AGwdu.jpg;/images/jakarta/jakarta_pusat/SD_PEAN_MARI_hw6YB.jpg;/images/jakarta/jakarta_pusat/SD_PEAN_MARI_yrIQr.jpg
830;830;/images/jakarta/jakarta_pusat/SD_MEIA_III_AY4H2.jpg;/images/jakarta/jakarta_pusat/SD_MEIA_III_gJkae.jpg;/images/jakarta/jakarta_pusat/SD_MEIA_III_TT3Zh.jpg
831;831;/images/jakarta/jakarta_pusat/SDS_KREN_KAAN_AmHJP.jpg;/images/jakarta/jakarta_pusat/SDS_KREN_KAAN_OaC6H.jpg;/images/jakarta/jakarta_pusat/SDS_KREN_KAAN_wA1uH.jpg
832;832;/images/jakarta/jakarta_pusat/SD_ISAM_SAID_NAUM_AzWrG.jpg;/images/jakarta/jakarta_pusat/SD_ISAM_SAID_NAUM_PmqlO.jpg;/images/jakarta/jakarta_pusat/SD_ISAM_SAID_NAUM_RkxHg.jpg
833;833;/images/jakarta/jakarta_pusat/SD_SEIA_BHTI_A0tDh.jpg;/images/jakarta/jakarta_pusat/SD_SEIA_BHTI_KvbXu.jpg;/images/jakarta/jakarta_pusat/SD_SEIA_BHTI_owecR.jpg
834;834;/images/jakarta/jakarta_pusat/SDS_Kren_Keng_I_LrpqV.jpg;/images/jakarta/jakarta_pusat/SDS_Kren_Keng_I_NYsf5.jpg;/images/jakarta/jakarta_pusat/SDS_Kren_Keng_I_yY3NZ.jpg
835;835;/images/jakarta/jakarta_pusat/SDS_Buda_Muia_dux5p.jpg;/images/jakarta/jakarta_pusat/SDS_Buda_Muia_JJHEW.jpg;/images/jakarta/jakarta_pusat/SDS_Buda_Muia_T3iUQ.jpg
836;836;/images/jakarta/jakarta_pusat/SD_SATO_MIEL_Awsi1.jpg;/images/jakarta/jakarta_pusat/SD_SATO_MIEL_kD5Df.jpg;/images/jakarta/jakarta_pusat/SD_SATO_MIEL_U1Yme.jpg
837;837;/images/jakarta/jakarta_pusat/SD_Isam_AM_Fawa_AjxBE.jpg;/images/jakarta/jakarta_pusat/SD_Isam_AM_Fawa_iD1BP.jpg;/images/jakarta/jakarta_pusat/SD_Isam_AM_Fawa_vQLzY.jpg
838;838;/images/jakarta/jakarta_pusat/SDS_TAAN_SIWA_AptXw.jpg;/images/jakarta/jakarta_pusat/SDS_TAAN_SIWA_R5nnf.jpg;/images/jakarta/jakarta_pusat/SDS_TAAN_SIWA_TMktF.jpg
839;839;/images/jakarta/jakarta_pusat/SDS_Stda_Pean_AfYR7.jpg;/images/jakarta/jakarta_pusat/SDS_Stda_Pean_mS1T3.jpg;/images/jakarta/jakarta_pusat/SDS_Stda_Pean_nECWi.jpg
840;840;/images/jakarta/jakarta_pusat/SD_MUAH_50_c39RY.jpg;/images/jakarta/jakarta_pusat/SD_MUAH_50_HB9I7.jpg;/images/jakarta/jakarta_pusat/SD_MUAH_50_TCKOv.jpg
